contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc440	d	https://atcoder.jp/contests/abc440/tasks/abc440_d	https://atcoder.jp/contests/abc440/editorial/15030	k-th integer outside a fixed set; transformed binary search	find the rank-th allowed integer at or above a lower bound	禁止値までの整数数から禁止個数を引いた単調量を二分探索する	none	structure/excludedset.hpp excludedset::kth_allowed	none	rankは1-indexed; lower自体が禁止; 禁止値末尾以降; 重複入力除去; overflow	Codex	2026-07-16	reviewed	固定除外集合APIを追加し愚直property test・公式sample一致
abc440	e	https://atcoder.jp/contests/abc440/tasks/abc440_e	https://atcoder.jp/contests/abc440/editorial/15015	best-first enumeration of fixed-size multisets; unique parent tree	enumerate top sums of fixed-cardinality multisets with duplicates	降順値列の最大状態から末尾非0種類を右へ移す一意な親子関係を辿る	none	algorithm/topenumeration.hpp top_multiset_sums	none	同値種類を区別; 出力和は重複可; picks=0; 全状態数未満; 負値	Codex	2026-07-16	reviewed	O(NlogN+XlogX)汎用上位列挙を追加し全列挙property test・公式sample一致
abc440	f	https://atcoder.jp/contests/abc440/tasks/abc440_f	https://atcoder.jp/contests/abc440/editorial/15032	dynamic order statistics with prefix sums; constrained smallest subset	maintain kth values and sums of the smallest or largest k under updates	全体とB=2のmultisetを持ち最小z個にB=2を含める交換費用を求める	none	structure/orderstatistic.hpp orderstatisticmultiset	none	B=1の個数0またはN; 重複値境界; B=2最小値; 更新前削除; 64bit和	Codex	2026-07-16	reviewed	順位範囲和付き動的multisetを追加しstd::multiset property test・公式sample一致
abc440	g	https://atcoder.jp/contests/abc440/tasks/abc440_g	https://atcoder.jp/contests/abc440/editorial/15033	layerwise component compression; one-reversal layered DP; top-two exclusion	compress each grid layer and preserve adjacency between neighboring layers	階内成分を頂点化し梯子を一度使う上下移動DPを接続先上位2件で高速化する	graph/grid.hpp layered_grid_components	C++23 component graph DP	none	同一成分間の多重接触除去; 同じ上階成分の二重加算; 除外最大は上位2件; 0coin	Codex	2026-07-16	reviewed	layer grid成分圧縮APIを追加しproperty test・公式sample一致、梯子DPはverifyへ分離
abc441	c	https://atcoder.jp/contests/abc441/tasks/abc441_c	https://atcoder.jp/contests/abc441/editorial/15089	adversarial subset guarantee; descending greedy	choose the fewest largest cups whose forced-sake suffix reaches X	降順上位m個を選び水にできない末尾m-(N-K)個の和を走査する	none	C++23 sort and scan	none	水の個数N-K; 選択数がそれ以下なら保証0; 64bit和; 不可能時-1	Codex	2026-07-16	reviewed	問題固有の短いgreedyとしてAPI化せずverifyを作成
abc441	d	https://atcoder.jp/contests/abc441/tasks/abc441_d	https://atcoder.jp/contests/abc441/editorial/15099	bounded-branching walk enumeration	enumerate exact-length walks when outdegree and length are both small	頂点1から深さLまでDFSし正コストなのでT超過を枝刈りする	none	C++23 recursive lambda	none	walkなので頂点辺の再訪可; 多重辺; 深さちょうどL; 空出力; 4^L	Codex	2026-07-16	reviewed	短い制約依存DFSの方が汎用callback APIより明瞭なためverifyのみ
abc441	e	https://atcoder.jp/contests/abc441/tasks/abc441_e	https://atcoder.jp/contests/abc441/editorial/15101	prefix balance pair counting	count prefix pairs with earlier balance strictly smaller	Aを+1・Bを-1・Cを0としてprefix値の大小対を数える	none	C++23 frequency array	none	strict inequality; 空prefixを含む; delta=-1時の同値頻度除去; 64bit個数	Codex	2026-07-16	reviewed	prefixが毎回高々1動くためO(N)直接実装をverifyへ収録
abc441	f	https://atcoder.jp/contests/abc441/tasks/abc441_f	https://atcoder.jp/contests/abc441/editorial/15102	prefix-suffix knapsack; optimal-solution sensitivity	classify each item as mandatory optional or excluded across all optimum solutions	各品物を除外または強制選択した最適値をprefix表とrolling suffixで比較する	none	dp/knapsack.hpp classify_knapsack01_items	none	容量以下DP; 同価値の複数解; include時の残容量; 64bit価値; O(NM) memory	Codex	2026-07-16	reviewed	汎用の最適解品物分類APIを追加し全列挙property test・公式sample一致
abc441	g	https://atcoder.jp/contests/abc441/tasks/abc441_g	https://atcoder.jp/contests/abc441/editorial/15103	lazy action composition; conditional range add	maintain active-only add clear-and-flip and range maximum	更新列を最後のclear-flip回数とその後のactive加算へ正規化する	none	utility/presetsegtree.hpp range_active_add_range_clear_flip_max	none	flipは値をclear; inactive値は常に0; action合成順; active不在区間; 64bit	Codex	2026-07-16	reviewed	負加算にも耐える用途別構造を追加し愚直property test・公式sample一致
abc442	c	https://atcoder.jp/contests/abc442/tasks/abc442_c	https://atcoder.jp/contests/abc442/editorial/15141	degree counting; binomial coefficient	count valid fixed-size subsets after excluding a vertex and its neighbors	各頂点で候補数N-1-degreeからC(count,3)を直接計算する	none	C++23 degree array	none	著者自身を除く; 無向辺の両端; count<3; 64bit積	Codex	2026-07-16	reviewed	直接式が最短で公式sample一致
abc442	d	https://atcoder.jp/contests/abc442/tasks/abc442_d	https://atcoder.jp/contests/abc442/editorial/15135	prefix sum invariant under adjacent swap	maintain a derived array when each update changes only one prefix entry	隣接swapではprefix S_xだけを再計算し区間和を差で返す	none	C++23 prefix array	none	1-index変換; Sの更新位置xだけ; Aもswap; 64bit区間和	Codex	2026-07-16	reviewed	問題固有のO(1)不変量としてAPI化せず公式sample一致
abc442	e	https://atcoder.jp/contests/abc442/tasks/abc442_e	https://atcoder.jp/contests/abc442/editorial/15136	exact argument sort; circular grouped range	count points on a clockwise closed angular interval with equal-ray batches	偏角降順に並べ同方向groupの始端終端から円環区間長を求める	none	geometry/point.hpp argument_less; same_direction	none	同rayは同時消滅; 始終方向を含む; 時計回り順; 座標積overflow; wrap	Codex	2026-07-16	reviewed	整数外積の偏角比較APIを追加し公式sample一致
abc442	f	https://atcoder.jp/contests/abc442/tasks/abc442_f	https://atcoder.jp/contests/abc442/editorial/15142	monotone boundary DP; suffix minimum	fit a binary matrix by a nonincreasing row-prefix boundary	各行の白prefix長を状態にし前行の長さ以上からsuffix min遷移する	none	C++23 rolling DP	none	白prefix長0..N; 列条件は境界非増加; 行cost更新符号; O(N) memory	Codex	2026-07-16	reviewed	標準的な単調境界DPとして公式sample一致
abc442	g	https://atcoder.jp/contests/abc442/tasks/abc442_g	https://atcoder.jp/contests/abc442/editorial/15137	bounded knapsack with tiny weights; LCM grouping	solve huge-capacity bounded knapsack when every weight is at most three	選択個数を6/iの剰余で固定し残りを重み6のgroupへ統合する	none	dp/knapsack.hpp bounded_knapsack_tiny_weights	none	個数10^9; residue分の在庫不足; group端数; 64bit容量価値; 0個選択	Codex	2026-07-16	reviewed	汎用tiny-weight APIへ追加し全列挙property test・公式3 sample一致
abc443	c	https://atcoder.jp/contests/abc443/tasks/abc443_c	https://atcoder.jp/contests/abc443/editorial/15180	event simulation; sorted timestamps	accumulate active intervals with a fixed cooldown	次回open時刻だけを持ち通過時刻がopen後なら視聴区間を確定する	none	C++23 linear scan	none	openと通過の同時刻は保証で除外; N=0; 時刻Tのclose; 64bit	Codex	2026-07-16	reviewed	直接simulationが最短で公式sample一致
abc443	d	https://atcoder.jp/contests/abc443/tasks/abc443_d	https://atcoder.jp/contests/abc443/editorial/15179	discrete Lipschitz minorant; two-pass constraint propagation	maximize a sequence below pointwise upper bounds with bounded adjacent difference	移動後の行をmin_j(R_j+abs(i-j))として左右から伝播する	none	algorithm/slopeconstraint.hpp	none	下方向へは動けない; 両方向伝播; 操作数はsum差; 64bit合計	Codex	2026-07-16	reviewed	slope_minorantを追加し愚直property test・公式sample一致
abc443	e	https://atcoder.jp/contests/abc443/tasks/abc443_e	https://atcoder.jp/contests/abc443/editorial/15178	grid reachability DP; column ray activation	propagate upward reachability while one special wall event activates a prefix	各列最下wallへ下から到達した時だけその列の上側全体を到達可能にする	none	C++23 O(N^2) DP	none	開始列全行は侵入可能; 最下wall判定; 斜め境界; prefix activation総計O(N^2)	Codex	2026-07-16	reviewed	問題固有のwall規則としてAPI化せず公式sample一致
abc443	f	https://atcoder.jp/contests/abc443/tasks/abc443_f	https://atcoder.jp/contests/abc443/editorial/15197	implicit automaton BFS; shortest lexicographic accepted word	construct the smallest number satisfying digit-order and remainder constraints	状態を剰余と直前桁にし同じか大きい非zero桁を辞書順遷移する	none	algorithm/shortestword.hpp	none	先頭0禁止; startの剰余0を受理しない; visited後の遷移打切り; 答え2^64超; 10N memory	Codex	2026-07-16	reviewed	shortest_lexicographic_wordへ親復元を抽象化し公式4 sample一致
abc443	g	https://atcoder.jp/contests/abc443/tasks/abc443_g	https://atcoder.jp/contests/abc443/editorial/15138	floor-sum difference	count modular affine values above the diagonal by two floor sums	不等式のindicatorを傾きAとA-1のfloor差へ変形する	none	math/math.hpp floor_sum	none	A=0とB=0で負係数; strict inequalityのB-1; N<=M; 64bit floor sum	Codex	2026-07-16	reviewed	既存floor_sumで公式sample一致
abc444	c	https://atcoder.jp/contests/abc444/tasks/abc444_c	https://atcoder.jp/contests/abc444/editorial/15600	extreme pairing after sorting	validate whether a multiset can be partitioned into equal-sum pairs	未分割pieceの有無でL=max(A)とL=min(A)+max(A)だけを判定する	none	C++23 sort	none	最大値と等しい要素は未分割; 全分割時はN偶数; 候補重複; 昇順出力	Codex	2026-07-16	reviewed	問題固有の候補限定としてAPI化せず公式sample一致
abc444	d	https://atcoder.jp/contests/abc444/tasks/abc444_d	https://atcoder.jp/contests/abc444/editorial/15601	difference array; manual decimal carry	add huge repunits by counting contributions to each decimal position	各A_iを区間[0,A_i)への1加算とみなし下位桁からcarryする	none	C++23 vector	none	係数prefixとcarryの順序; 末尾carry領域; 先頭0除去; 答え最大20万桁	Codex	2026-07-16	reviewed	十進筆算は短い直接実装とし公式sample一致
abc444	e	https://atcoder.jp/contests/abc444/tasks/abc444_e	https://atcoder.jp/contests/abc444/editorial/15690	two pointers; ordered set	count windows whose sorted adjacent values are all at least D apart	右端追加時にlower_boundの前後だけを調べる尺取り法	none	C++23 set	none	重複値; predecessor境界; remove前に空windowにならない; 64bit差と答え	Codex	2026-07-16	reviewed	既存尺取りの考え方とordered setで公式sample一致
abc444	f	https://atcoder.jp/contests/abc444/tasks/abc444_f	https://atcoder.jp/contests/abc444/editorial/15602	parametric search; balanced split distribution	maximize a median after exactly M near-half splits	中央値X以上の必要本数・生成最小操作数・残余を1へ分割できる最大操作数を判定する	none	algorithm/balancedsplit.hpp; algorithm/binarysearch.hpp	none	2X-1での分割; 必要本数を作る最小操作数; exactly M; 64bit本数と総和	Codex	2026-07-16	reviewed	balanced_split_leavesを追加し公式sample一致
